Variables;result
y_pipe3_transbord_client13_d4;0
x_pipe3_transbord_client14_d1;0
y_pipe3_transbord_client14_d1;1
x_pipe3_transbord_client14_d3;0
y_pipe3_transbord_client14_d3;0
x_pipe3_transbord_client14_d4;0
y_pipe3_transbord_client14_d4;0
x_pipe3_transbord_client15_d1;0
y_pipe3_transbord_client15_d1;1
x_pipe3_transbord_client15_d3;0
y_pipe3_transbord_client15_d3;0
x_pipe3_transbord_client15_d4;0
y_pipe3_transbord_client15_d4;0
x_pipe4_transbord_client1_d1;0
y_pipe4_transbord_client1_d1;1
x_pipe4_transbord_client1_d3;0
y_pipe4_transbord_client1_d3;0
x_pipe4_transbord_client1_d4;0
y_pipe4_transbord_client1_d4;0
x_pipe4_transbord_client2_d1;0
y_pipe4_transbord_client2_d1;1
x_pipe4_transbord_client2_d3;0
y_pipe4_transbord_client2_d3;0
x_pipe4_transbord_client2_d4;0
y_pipe4_transbord_client2_d4;0
x_pipe4_transbord_client3_d1;0
y_pipe4_transbord_client3_d1;1
x_pipe4_transbord_client3_d3;0
y_pipe4_transbord_client3_d3;0
x_pipe4_transbord_client3_d4;0
y_pipe4_transbord_client3_d4;0
x_pipe4_transbord_client4_d1;0
y_pipe4_transbord_client4_d1;1
x_pipe4_transbord_client4_d3;0
y_pipe4_transbord_client4_d3;0
x_pipe4_transbord_client4_d4;0
y_pipe4_transbord_client4_d4;0
x_pipe4_transbord_client5_d1;0
y_pipe4_transbord_client5_d1;1
x_pipe4_transbord_client5_d3;0
y_pipe4_transbord_client5_d3;0
x_pipe4_transbord_client5_d4;0
y_pipe4_transbord_client5_d4;0
x_pipe4_transbord_client6_d1;0
y_pipe4_transbord_client6_d1;1
x_pipe4_transbord_client6_d3;0
y_pipe4_transbord_client6_d3;0
x_pipe4_transbord_client6_d4;0
y_pipe4_transbord_client6_d4;0
x_pipe4_transbord_client7_d1;0
y_pipe4_transbord_client7_d1;1
x_pipe4_transbord_client7_d3;0
y_pipe4_transbord_client7_d3;0
x_pipe4_transbord_client7_d4;0
y_pipe4_transbord_client7_d4;0
x_pipe4_transbord_client8_d1;0
y_pipe4_transbord_client8_d1;1
x_pipe4_transbord_client8_d3;0
y_pipe4_transbord_client8_d3;0
x_pipe4_transbord_client8_d4;0
y_pipe4_transbord_client8_d4;0
x_pipe4_transbord_client9_d1;0
y_pipe4_transbord_client9_d1;1
x_pipe4_transbord_client9_d3;0
y_pipe4_transbord_client9_d3;0
x_pipe4_transbord_client9_d4;0
y_pipe4_transbord_client9_d4;0
x_pipe4_transbord_client10_d1;0
y_pipe4_transbord_client10_d1;1
x_pipe4_transbord_client10_d3;0
y_pipe4_transbord_client10_d3;0
x_pipe4_transbord_client10_d4;0
y_pipe4_transbord_client10_d4;0
x_pipe4_transbord_client11_d1;0
y_pipe4_transbord_client11_d1;1
x_pipe4_transbord_client11_d3;0
y_pipe4_transbord_client11_d3;0
x_pipe4_transbord_client11_d4;0
y_pipe4_transbord_client11_d4;0
x_pipe4_transbord_client12_d1;0
y_pipe4_transbord_client12_d1;1
x_pipe4_transbord_client12_d3;0
y_pipe4_transbord_client12_d3;0
x_pipe4_transbord_client12_d4;0
y_pipe4_transbord_client12_d4;0
x_pipe4_transbord_client13_d1;0
y_pipe4_transbord_client13_d1;1
x_pipe4_transbord_client13_d3;0
y_pipe4_transbord_client13_d3;0
x_pipe4_transbord_client13_d4;0
